,address,city,latitude,longitude,name,postal_code,review_count,stars,state
95689,"7660 W Cheyenne Ave, Ste 122",Las Vegas,36.2184533,-115.2627104,Aurelio's Pizza,89129,18,3.5,NV
95719,607 Kingston Road W,Ajax,43.854284274,-79.055375196,Al Baik Pizza & Broast,L1S 6L8,8,4.0,ON
95786,3 Byng Avenue,Toronto,43.776522,-79.414348,Pizza Shab,M2N 0E6,21,3.5,ON
95856,"2125 Mccomb Rd, Ste 110",Stoughton,42.9175985709,-89.2471136791,Spinners Pizza,53589,11,3.5,WI
95870,3570 Las Vegas Blvd S,Las Vegas,36.116163,-115.1750576,Di Fara Pizza,89109,150,3.0,NV
95876,7929 11th Street SE,Calgary,50.9842156991,-114.0432257216,Via Cibo,T2H 0A7,61,3.5,AB
95927,1218 Rue Drummond,Montréal,45.4979408,-73.573062,Arlequino,H3G 1V7,13,2.5,QC
96009,1317 Savoy Plaza Ln,Savoy,40.070779165,-88.251749561,Pizza Hut,61874,5,3.0,IL
96029,678 Queen Street E,Toronto,43.6588117,-79.3511769,Pizza Pizza,M4M 1G8,4,3.0,ON
96041,26 E University Dr,Tempe,33.4222149,-111.9387333,Umami,85281,106,3.5,AZ
96057,10339 Perry Hwy,Wexford,40.6039999,-80.0511392,Bellissimos Pizza & Deli,15090,9,3.0,PA
96160,"3646 E Ray Rd, Ste 20",Ahwatukee,33.3167644646,-112.0040087127,Florencia Pizza Bistro,85044,194,4.0,AZ
96161,221 Ossington Avenue,Toronto,43.6490017,-79.4203433,Pizzeria Libretto,M6J 2Z8,520,4.0,ON
96177,35523 Vine St,Eastlake,41.6429367,-81.4352018,Biagio's Donut Shop & Pizzeria,44095,131,4.5,OH
96214,"6870 S Rainbow Blvd, Ste 114",Las Vegas,36.064115,-115.241693,Eddie D's,89118,81,4.0,NV
96268,"6415 Erin Mills Parkway, Unit B1",Mississauga,43.587256,-79.7411835,Pizza Hut,L5N 4H4,6,2.0,ON
96271,1011 S Gilbert Rd,Mesa,33.3969224245,-111.7878118157,Cicis,85204,88,2.0,AZ
96288,637 W North St,De Forest,43.2521577,-89.3586181,Sunset Grill of Deforest,53532,11,2.5,WI
96295,440 Bloor Street W.,Toronto,43.6658099,-79.408497,Hey Lucy,M5S 1X5,95,3.0,ON
96323,5996 Centre Ave,Pittsburgh,40.4595930198,-79.9255407974,Dinette,15206,152,3.5,PA
96411,6434 S McClintock Dr,Tempe,33.3623752,-111.9112366,Classic Italian Pizza,85283,84,3.5,AZ
96412,1769 Avenue Road,North York,43.7294777,-79.4185119,Pizzaiolo,M5M 3Y8,4,3.0,ON
96433,1758 E. Charleston Blvd.,Las Vegas,36.1583654,-115.1260071,Little Caesars Pizza,89104,24,2.5,NV
96434,"5026 W Cactus Rd, Ste 8",Glendale,33.596948,-112.166664,Hungry Howie's Pizza,85304,15,2.5,AZ
96448,740 King Street W,Toronto,43.6436416,-79.4046936,Rosina,M5V 1N3,9,3.5,ON
96489,200 E 5th St,Tempe,33.4256819545,-111.9368303195,Revo Pizzabar,85281,32,4.0,AZ
96539,2805 Promenade Saint-Honoré,Boisbriand,45.6277697,-73.8485427,Zibo!,J7H 1M9,4,2.0,QC
96548,710 Broadway,Pitcairn,40.4023147,-79.7748751,Fox's Pizza Den,15140,6,3.5,PA
96560,6600 Robinson Centre Dr,Pittsburgh,40.4553479004,-80.1606749325,Buca di Beppo Italian Restaurant,15205,84,2.5,PA
96574,"13706 W Bell Rd, Ste 16",Surprise,33.6393810419,-112.352495081,Pizza Hut,85374,13,1.5,AZ
96582,"765 N Nellis Blvd, Ste 10",Las Vegas,36.177036524,-115.0638822163,Napoli Pizza,89110,154,3.0,NV
96603,1224 Williamson St,Madison,43.0837945,-89.3635835,PaintBar Madison,53703,19,4.5,WI
96611,1021 Brownsville Rd,Pittsburgh,40.4062667005,-79.9920839712,Amili's Pizzeria,15210,5,3.0,PA
96637,618 Brookline Blvd,Pittsburgh,40.3950041,-80.0221746,Vinny's Pizza,15226,22,2.0,PA
96674,4324 Butler St,Pittsburgh,40.4712827,-79.95987,Pesaro's Pizza,15201,53,3.0,PA
96699,10637 N Tatum Blvd,Phoenix,33.5838994836,-111.976882521,Corleone's,85028,75,3.0,AZ
96751,1458 N Higley Rd,Gilbert,33.37682,-111.7229454,Geno's Giant Slice,85234,50,3.0,AZ
96781,240 Annette Street,Toronto,43.6625426478,-79.4711279869,Annette Food Market,M6P 1R1,64,4.0,ON
96808,"1910 Village Center Cir, Ste 6",Las Vegas,36.1929381,-115.3055866,Upper Crust Pizza,89134,60,4.0,NV
96846,"1630 E Woodlawn Rd, Ste 250",Charlotte,35.1716158285,-80.8487534523,Al's Pizza,28209,36,3.5,NC
96857,4944 Parkway Plaza Blvd,Charlotte,35.1834691,-80.9035767,Pudina,28217,25,3.5,NC
96858,"605 E Twain Ave, Ste 1",Las Vegas,36.120916,-115.150228,Palermos Pizza,89169,16,2.0,NV
96905,"2020 Park Centre Dr, Ste 140",Las Vegas,36.1489121763,-115.3329095902,Bonanno's New York Pizzeria,89135,90,3.5,NV
96909,9251 Yonge Street,Richmond Hill,43.8528791837,-79.4315230648,Domino's Pizza,L4C 9T3,7,3.0,ON
96941,2899 Bloor St. W.,Toronto,43.6483001,-79.5064653,Gabby's Grill and Taps,M8X 1B3,4,3.5,ON
97003,4955 E Craig Rd,Las Vegas,36.2400283,-115.0656432,Manhattan Pizza II,89115,57,3.5,NV
97017,3790 W 117th St,Cleveland,41.4498886773,-81.7692717117,Papa Primoz,44111,23,3.5,OH
97068,9385 Olde 8 Rd,Northfield,41.3153276,-81.538684,Farinacci Pizza,44067,46,4.0,OH
97150,3667 Las Vegas Blvd S,Las Vegas,36.109404777,-115.1729815098,"Ringer Wings, Pizza & Sliders",89109,68,2.5,NV
97153,"3110 N Central Ave, Ste 175",Phoenix,33.4834856537,-112.0755455728,Park Central Deli,85012,69,3.5,AZ
97155,5850 W 74th Hwy,Indian Trail,35.068265,-80.641047,Jack's Pizza,28079,42,3.5,NC
97173,36575 Euclid Ave,Willoughby,41.62867,-81.4252688,Schlotzsky's,44094,18,3.5,OH
97272,3233 E Chandler Blvd,Phoenix,33.305063,-112.0125947,Barro's Pizza,85048,13,3.0,AZ
97304,"2900 Warden Avenue, Unit 205 207",Toronto,43.7983618,-79.3184634,Pizza Pizza,M1W 2S8,12,2.0,ON
97351,"4760 W Sahara Ave, Ste 11",Las Vegas,36.1463364,-115.2071643,Napoli Pizzeria,89102,533,3.5,NV
97359,9745 State Rt 30,Irwin,40.3255386651,-79.7049113363,Abruzzi Italian Cucina,15642,42,3.5,PA
97379,16 Holland Street W,Bradford,44.1139956,-79.5652828,San Francesco Foods - Bradford,L3Z 2B3,10,4.0,ON
97384,"8128 Providence Rd, Ste 100",Charlotte,35.095965,-80.780178,Portofino's,28277,127,3.5,NC
97389,23657 Lorain Rd,North Olmsted,41.432007,-81.8829151,Marco's Pizza,44070,9,3.0,OH
97425,"1568 Avenue Road, Suite 2",Toronto,43.7238951,-79.4164441,Da Venezia Gourmet Pizza,M5M 3X6,12,4.0,ON
97471,1401 West Southern Ave,Tempe,33.3924004,-111.9611253,Schlotzsky's,85282,68,3.0,AZ
97482,15530 W Roosevelt St,Goodyear,33.4575713,-112.3931507,Marco's Pizza,85338,33,3.0,AZ
97594,401 S Tryon St,Charlotte,35.2246161,-80.8464246,Pizzeria Uno,28202,10,2.5,NC
97614,36050-E Detroit Rd,Avon,41.4602386239,-82.0223915577,Cicis,44011,12,2.5,OH
97624,558 N Midvale Blvd,Madison,43.072077,-89.452255,Cafe Porta Alba,53705,160,4.0,WI
97689,"8111 Concord Mills Blvd, Ste 129B",Concord,35.3688916,-80.7223703,Tony Sacco's Coal Oven Pizza,28027,32,2.5,NC
97717,"1118 N Recker Rd, Ste 120",Mesa,33.4363646137,-111.7025262862,Little Caesars,85205,19,2.5,AZ
97771,3990 W Russell Rd,Las Vegas,36.0869119,-115.1923739,The Tailgater Tavern,89118,12,4.0,NV
97790,501 Cox Rd,Gastonia,35.265982,-81.134454,Brixx Wood Fired Pizza,28054,58,3.0,NC
97820,"2929 N 75th Ave, Ste 29",Phoenix,33.4815508,-112.2196069,Zella's Pizza And Cheesesteaks,85033,52,3.0,AZ
97853,"101 S Rainbow Blvd, Ste 7",Las Vegas,36.173035,-115.242761,Pellegrini Pizza,89107,296,4.0,NV
97872,"4040 S Arizona Ave, Ste 17",Chandler,33.2464267,-111.8428351,H&H City Pizza,85248,43,4.0,AZ
97887,"1003 N Dobson Rd, Ste 106",Mesa,33.4346537,-111.869215,Fired Pie,85201,55,3.5,AZ
97935,16 Southern Ave,Pittsburgh,40.4289202,-80.0074459,Kavsar Restaurant,15211,121,4.0,PA
97947,1221 Markham Rd,Scarborough,43.7786531,-79.2321322,Double Double Pizza Chicken,M1H 3E2,5,2.5,ON
98024,210 East Trade St,Charlotte,35.225378,-80.841961,Moe's Southwest Grill,28202,35,2.5,NC
98027,4727 E Bell Rd,Phoenix,33.6383223424,-111.978408801,Crust Pizzeria & Ristorante,85032,185,4.0,AZ
98056,"2040 E Craig Rd, Ste 101",North Las Vegas,36.240227,-115.120791,Old School Pizzeria,89030,719,4.5,NV
98068,18521 E Queen Creek Rd,Queen Creek,33.265476,-111.6835112,Barro's Pizza,85242,33,4.0,AZ
98091,"4344 W Indian School Rd, Ste 7",Phoenix,33.4974946055,-112.152036762,Edward's Cuban Bakery,85031,12,4.0,AZ
98160,742 The Queensway,Etobicoke,43.6266432,-79.5024054,Pizza Pizza,M8Y 2V2,11,2.5,ON
98175,20129 N Main St,Cornelius,35.483286,-80.859682,Bellacino's Pizza & Grinders,28031,8,3.0,NC
98223,"3392 Saxonburg Blvd, Ste 350",Glenshaw,40.5487388,-79.9139758,The Upper Crust Pizza,15116,21,3.5,PA
98236,1080 8 Street SW,Calgary,51.0431250681,-114.0812412746,Beer Revolution,T2R 0J3,80,4.0,AB
98238,2271 Mars Hill Rd,Irwin,40.270454,-79.743748,K-Vay's Restaurant,15642,21,3.5,PA
98243,8011 Avenue Blaise-Pascal,Montréal,45.62972,-73.586762,Hollywood Pizzeria,H1E 3X7,5,4.0,QC
98358,4604 37th Street SW,Calgary,51.0130857,-114.1399128,Pizza Hut,T3E 3C9,6,1.5,AB
98368,55 Rue Notre-Dame E,Montréal,45.5052704857,-73.5564209148,Bistro Silla,H2Y 2W8,18,4.0,QC
98375,"240 North Jones Blvd, Ste E",Las Vegas,36.1758048768,-115.2223258134,Famous Philly Steak & Gyro,89107,63,4.5,NV
98427,"7375 S. Durango Dr Ste. 104, Ste 105, Rhodes Ranch Town Ctr",Las Vegas,36.055015,-115.279266,Little Caesars Pizza,89113,140,1.5,NV
98443,2365 Professor Ave,Cleveland,41.4801232908,-81.6850423869,Edison's Pizza Kitchen,44113,176,4.0,OH
98561,1910 N Neil St,Champaign,40.139982,-88.244168,Old Chicago,61820,74,3.0,IL
98563,1105 Bower Hill Rd,Pittsburgh,40.3754838,-80.0685876,King Crust,15243,17,3.5,PA
98566,665 College St,Toronto,43.6548983,-79.4164765,Vivoli,M6G 1B7,78,3.0,ON
98623,1024 5th Ave,Coraopolis,40.5169382,-80.1634558,Anthony Jr's Restaurant & Pizzeria,15108,41,3.5,PA
98674,163 Quarry Park SE,Calgary,50.9630455,-114.0078806,Flying Wedge Pizza Co,T2C 4J2,3,2.5,AB
98700,709 Bellefonte St,Pittsburgh,40.4521434,-79.9343681,Pizzutti's Restaurant,15232,30,3.5,PA
98722,5084 Hwy 49 S,Harrisburg,35.3219984,-80.6602857,Richie's Nypd,28075,6,3.0,NC
98748,101 N 1st Ave,Phoenix,33.4499167,-112.0747437,Provisions Pizza,85003,9,3.0,AZ
98827,8155 Steubenville Pike,McDonald,40.431379,-80.262913,North Star Restaurant,15057,11,4.0,PA
98865,9950 E Broadway Rd,Mesa,33.4081202,-111.615811,"J&B's Pizza, BBQ And Deli",85208,3,5.0,AZ
98920,7615 Saltsburg Rd,Pittsburgh,40.4763015,-79.7783826,Pizza Factory,15239,8,2.5,PA
98923,998 Brodhead Rd,Coraopolis,40.5242154,-80.2238916,Fox's Pizza Den-Moon Twp.,15108,10,3.5,PA
98990,"5447 S Rainbow Blvd, Ste E6",Las Vegas,36.089649,-115.242873,Made In Italy Pizzeria Romana,89118,10,4.5,NV
99059,806 E Indian School Rd,Phoenix,33.4948977,-112.0637645,Mamma Mia,85014,112,4.0,AZ
99103,800-1110 Panatella Boulevard NW,Calgary,51.1675415918,-114.0900846278,Tudor Rose,T3K 0S6,26,3.0,AB
99126,"15080 Idlewild Rd, Ste C",Matthews,35.1221472445,-80.6545551337,Mama's Pizza & Pasta,28104,61,4.0,NC
99264,1029 8th Avenue SW,Calgary,51.0463475247,-114.0849345536,The Lord Nelson's Bar & Grill,T2P 1J2,5,2.0,AB
99267,4312 Ridge Rd,Brooklyn,41.4392476,-81.7357927,Geppetto's Pizza & Ribs,44144,9,2.5,OH
99303,1914 Brownsville Rd,Pittsburgh,40.3955651,-79.9872154,Big Guy's Pizza & Pasta,15210,3,3.5,PA
99347,19741 S Main St,Cornelius,35.478927,-80.856673,Mama's Pizza Express of Cornelius,28031,48,3.0,NC
99366,101 W Wigwam Blvd,Litchfield Park,33.4928613,-112.3586909,Litchfield Park Library,85340,3,3.5,AZ
99372,1264 Rue Stanley,Montréal,45.499007,-73.573094,Restaurant Santa Lucia,H3B 2S7,63,3.5,QC
99411,5695 W Bell Rd,Glendale,33.638659,-112.181806,Old Chicago,85308,175,3.5,AZ
99497,1182 St Clair Avenue W,Toronto,43.677983,-79.443872,Pizza e Pazzi,M6E 1B4,69,3.5,ON
99500,32730 Walker Rd,Avon Lake,41.493773,-82.016786,Marco's Pizza,44012,5,4.5,OH
99523,295 King St. W.,Toronto,43.6463276,-79.3901316,Hey Lucy,M5V 1J5,180,3.5,ON
99567,401 Rue Saint-Vincent,Montréal,45.5070102221,-73.5529145971,La Baraque du Vieux,H2Y 3A4,15,4.0,QC
99651,3899 Rue Ontario E,Montréal,45.548293,-73.542949,Double Pizza,H1W 1S7,4,2.0,QC
99695,111 Market St,Pittsburgh,40.4388711,-80.0038533,Genoa Pizza & Bar,15222,51,3.0,PA
99718,4015 N 16Th Street Suite H,Phoenix,33.4940188506,-112.0462309197,Little Caesars Pizza,85016,4,2.0,AZ
99741,16089 N Bullard Ave,Surprise,33.6300149257,-112.3758632914,Northwest Regional Library,85374,17,4.5,AZ
99806,2077 Danforth Avenue,Toronto,43.6853887,-79.3129744,Pizza Pizza,M4C 1K2,4,3.0,ON
99857,8996 W Union Hills Dr,Peoria,33.6540538247,-112.2527676044,Grande Pizza,85382,52,4.0,AZ
99955,"11100 Euclid Ave, Fl 2, UHC Seidman Cancer Center",Cleveland,41.5073355096,-81.6056528255,Wolfgang Puck Express,44106,25,4.0,OH
99962,1231 Boulevard des Promenades,Saint-Bruno,45.500843,-73.376099,Boston Pizza,J3V 6H1,4,3.0,QC
100018,4640 S Paradise Rd,Las Vegas,36.1054159186,-115.150458618,Pizza Bella,89169,22,2.0,NV
100057,1053 Canyon Meadows Drive SW,Calgary,50.9386093,-114.0837092,Domino's Pizza,T2W 5V3,3,3.5,AB
100093,512 N Abbe Rd,Elyria,41.388374400000004,-82.0778659,Angelina's Pizza,44035,20,4.0,OH
100172,1101 Rue Sainte-Catherine Est,Montréal,45.5176262617,-73.5571291311,La Piazzetta,H2L 2G6,35,3.5,QC
100220,"12851 W Bell Rd, Ste 20",Surprise,33.6378724709,-112.3373625103,Peter Piper Pizza,85378,36,3.5,AZ
100250,4258 E. Charleston Blvd.,Las Vegas,36.1592558,-115.0824743,Little Caesars Pizza,89104,6,1.0,NV
100287,1923 Queen St E,Toronto,43.6691396,-79.3039884,Viccino Pizzeria,M4L 1H3,14,3.5,ON
100319,6449 Crowchild Trail SW,Calgary,50.9969185967,-114.1188433564,Bella Roma Restaurant,T3E 5R7,15,3.5,AB
100507,1473 Banksville Rd,Pittsburgh,40.4127465,-80.0303452,Beto's Pizza,15216,190,3.5,PA
100511,3011 W Lake Mead Blvd,North Las Vegas,36.1969834,-115.1803758,Domino's Pizza,89032,22,2.0,NV
100540,7790 W Cheyenne Ave,Las Vegas,36.2187557,-115.2645422,Angelina's Pizza,89129,120,3.0,NV
100630,4232 Murray Ave,Pittsburgh,40.422342,-79.9294788,Vocelli Pizza,15217,12,2.0,PA
100652,624 The Queensway,Etobicoke,43.6279897,-79.4961157,Mamma Martino's Pasta and Pizzeria Restaurant,M8Y 1K3,135,3.5,ON
100686,922 Penn Ave,Turtle Creek,40.4033092,-79.832203,Casey's Pizza,15145,16,3.0,PA
100687,"9435 W Tropicana Ave, Ste 104",Las Vegas,36.0996457435,-115.2998998596,Domino's Pizza,89147,61,3.0,NV
100710,4801 Rue Saint-Denis,Montréal,45.525675,-73.5862574,Pizzaiolle,H2J 2L7,21,4.0,QC
100749,"10720 W Indian School Rd, Ste 13",Phoenix,33.495333,-112.290815,Brother's Pizza,85037,110,3.5,AZ
100771,6066 State Rd,Cleveland,41.3982349,-81.7106394,Tony's Pizza,44134,6,4.0,OH
100778,"1919 W Chandler Blvd, Ste 104",Chandler,33.3055517,-111.8744206,Pizza Hut,85224,11,3.5,AZ
100782,405 Rue Villeray,Montréal,45.5410995,-73.6229652,Pizzeria Villeray,H2R 1H2,4,3.0,QC
100821,20 Taunton Road E,Whitby,43.9161246,-78.9556644,Boston Pizza,L1R 0A1,4,4.0,ON
100833,115 East Broadway,Monona,43.0483845,-89.323659,Papa Murphy's,53716,6,2.0,WI
100852,7778 W 130th St,Middleburg Heights,41.3518054,-81.7855559,Bistro On 130,44130,13,4.5,OH
100893,1728 E Carson St,Pittsburgh,40.4285784,-79.9810547,Gennaro's Pizza & Pub,15203,74,3.0,PA
100902,13823 W Bell Rd,Surprise,33.6382373275,-112.3578000069,State 48 Brewery,85374,541,3.5,AZ
100906,1009 5th Ave,Coraopolis,40.5174185453,-80.1639234647,Zuko's Pizza,15108,9,4.0,PA
100909,9320 W Flamingo Rd,Las Vegas,36.1152241,-115.2939712,Northside Nathan's,89147,28,4.0,NV
100957,"MGM Hotel & Casino Food Court, 3799 Las Vegas Blvd S",Las Vegas,36.1027894454,-115.1698896086,Bonanno's New York Pizzeria,89109,113,3.0,NV
100981,2211 N New Hope Rd,Gastonia,35.2978461,-81.1604511,Franky T's Pizzeria,28054,35,4.0,NC
100994,1805 Monroe St,Madison,43.0651445,-89.4164103,Pizza Brutta,53711,312,4.5,WI
101011,69 Rue Saint-Zotique Est,Montréal,45.532785,-73.6111769,San Gennaro,H2S 1K7,23,4.5,QC
101094,"9320 W Flamingo Rd, Ste 2",Las Vegas,36.115208074,-115.2939914167,Pizza My Dear,89147,99,4.0,NV
101097,800 Rue de l'Eglise,Verdun,45.462975,-73.573684,Restaurant Trevi Pizza,H4G 2N2,6,4.5,QC
101146,2615 State Rd,Cuyahoga Falls,41.14473,-81.508132,East of Chicago Pizza,44223,11,3.5,OH
101151,118 E Lake Mead Dr,Henderson,36.0397413,-114.9804469,Little Caesar,89015,42,2.5,NV
101193,2904 S. SanTan Village Pkwy,Gilbert,33.2967404169,-111.7436666912,MOD Pizza,85295,292,4.5,AZ
101198,6643 Mayfield Rd,Cleveland,41.5205548,-81.439715,Master Pizza,44124,53,3.5,OH
101219,275 Rue Hickson,Verdun,45.4650499,-73.5674599,Garage Café,H4G 1S5,28,3.5,QC
101223,2885 Keele Street,North York,43.7336912,-79.4833404,Pizza Bella,M3M 2G9,6,3.5,ON
101302,326 New 4th St,Fairport Harbor,41.753482,-81.274227,Rego's Brickhouse Pizza,44077,10,4.0,OH
101402,8947 Brecksville Rd,Brecksville,41.3186,-81.6258062,Ciao Pizzeria Cerino,44141,8,4.0,OH
101438,3657 Fishcreek Rd,Stow,41.156195,-81.3981572,Bellacino's Pizza & Grinders,44224,46,3.5,OH
101488,1236 12 Avenue SW,Calgary,51.0423398,-114.090671,Gaga Pizzeria,T3C 1A7,39,4.5,AB
101539,510 Main Street,Toronto,43.6947165,-79.3048792,Diamond Pizza,M4C 4Y2,21,2.0,ON
101567,556 W McDowell Rd,Phoenix,33.4659993,-112.0822976,NYPD Pizza,85003,161,3.5,AZ
101702,5288 Mayfield Rd,Lyndhurst,41.519601,-81.489113,Abo's Grill,44124,97,4.0,OH
101769,6644 Mineral Point Rd,Madison,43.0614686,-89.4964192,Rosati's Pizza,53705,89,3.5,WI
101818,1481 Avenue Laurier E,Montréal,45.5344502,-73.5831626,Pizzéria N° 900 Laurier,H2J 1H8,5,5.0,QC
101828,4247 E Indian School Rd,Phoenix,33.494594,-111.9893939,The Attic Ale House,85018,389,4.0,AZ
101859,2041 McCoy Road,Sun Prairie,43.1743521,-89.2486834,Papa Murphy's,53590,7,2.5,WI
101866,2 Rue de la Commune O,Montréal,45.5017794134,-73.5541297268,Bistro O'Quai,H2Y 4B2,3,4.0,QC
101910,2720 W Van Buren St,Phoenix,33.4513788,-112.1185216,Yummy's Pizza and Ice Cream,85009,14,4.0,AZ
101923,3554 S Maryland Pkwy,Las Vegas,36.1248044,-115.1359667,Mamma Olivia,89169,122,4.0,NV
101927,3511 17 Ave SW,Calgary,51.037568,-114.1374229,Greco's Pizza & George's Lounge,T3E 0B6,22,3.5,AB
101952,"275 Avenue Elm, Suite 7",Beaconsfield,45.43205,-73.8648099,Cugini's Pizza Café,H9W 2C8,14,4.5,QC
101961,739 S Rainbow Blvd,Las Vegas,36.1651692,-115.244802,Pt's Pub,89145,43,2.5,NV
102030,25999 Highland Rd,Richmond Height,41.553134,-81.4979985,Georgio's Oven Fresh Pizza,44143,3,2.5,OH
102052,1701 E 7th St,Charlotte,35.21582,-80.821622,Hawthorne's NY Pizza & Bar,28204,187,4.0,NC
102081,10429 Islington Avenue,Kleinburg,43.842441,-79.6263072,Belsito Trattoria,L0J,28,4.0,ON
102126,1790 N Highland Rd,Pittsburgh,40.3490286,-80.0521762,Pizza Parma,15241,18,3.5,PA
102195,4418 N Rancho Dr,Las Vegas,36.2399658,-115.2304525,Domino's Pizza,89130,14,3.5,NV
102231,2070 Queen Street E,Toronto,43.6708081,-79.29708,Pizza Hut,M4E 1C9,3,2.5,ON
102238,6520 Steubenville Pike,Pittsburgh,40.449163,-80.160549,Bakd Pizza,15205,45,3.5,PA
102247,13206 Shaker Square,Cleveland,41.4832027733,-81.5900944734,Juice Up Cold Lpress,44120,9,5.0,OH
102255,714 N Central Ave,Phoenix,33.4561612,-112.0739321,Miami Cafe,85004,12,4.5,AZ
102278,"14010 N Litchfield Rd, Ste 12",Surprise,33.6113064036,-112.3597596292,Nick & Ben's Pizza Company,85379,118,4.0,AZ
102292,"7900 Stevens Mill Rd, Suite K",Matthews,35.1412484,-80.6240762,Domino's,28104,6,2.5,NC
102400,"6320 N Simmons, Ste 135",North Las Vegas,36.2749579921,-115.1791901886,CG's Pizza,89031,11,4.5,NV
102403,1195 Brimley Road,Scarborough,43.7662871,-79.2595984,Domino's Pizza,M1P 3G5,3,2.5,ON
102416,201 Sheppard Avenue E,North York,43.7639054,-79.3987605,Domino's Pizza,M2N 3A8,13,3.5,ON
102474,3439 W Brainard Rd,Woodmere,41.4629308,-81.4847074,PIZZAFIRE,44122,44,3.0,OH
102548,1223 Woods Run Ave,Pittsburgh,40.4763231,-80.0311254,Wiseguys Pizza,15212,17,3.0,PA
102581,15400 Detroit Ave,Lakewood,41.4850751,-81.803588,Humble Wine Bar,44107,140,4.0,OH
102625,"3977 S Arizona Ave, Ste 4",Chandler,33.2482027372,-111.8407105094,MOD Pizza,85248,74,4.0,AZ
102633,"525 N Estrella Pkwy, Ste 105",Goodyear,33.452173,-112.391747,Doughboy's Pizza,85338,3,2.5,AZ
102652,15719 John J Delaney Dr,Charlotte,35.0579584321,-80.8515398393,Stone Mountain Grill,28277,186,3.5,NC
102713,100 City Centre Drive,Mississauga,43.592748,-79.643027,Jamie's Italian Square One,L5B 2C9,156,2.5,ON
102729,3611 E Baseline Rd,Gilbert,33.377711,-111.7534461,Prima Pizza,85234,54,3.5,AZ
102785,"2805 N Scottsdale Rd, Ste 103",Scottsdale,33.4792293,-111.9257952,Pizza Five85,85257,17,3.0,AZ
102867,5899 Steubenville Pike,Robinson Township,40.448931,-80.140985,Peppercini's Italian Restaurant and Lounge,15136,27,3.0,PA
102875,"4025 E Chandler Blvd, Ste 74",Phoenix,33.3047901174,-111.9941941501,MOD Pizza,85048,88,4.0,AZ
102880,1 Glenn Hawthorne Boulevard,Mississauga,43.6120643616,-79.6605148315,Rockin' Pizza N Chicken,L5R 1B2,16,4.0,ON
102914,804 E 222nd St,Euclid,41.5925844,-81.5269791,Carmella's Pizza Bazaar,44123,14,4.5,OH
102919,"2737 W Thunderbird Rd, Ste 102",Phoenix,33.609811,-112.119194,Rosati's Pizza,85053,92,2.5,AZ
102926,5501 Josh Birmingham Pkwy,Charlotte,35.219378,-80.945041,California Pizza Kitchen,28208,49,2.5,NC
102948,4630 Kingston Road,Toronto,43.77543,-79.1789256,Papa John's Pizza,M1E 4Z4,6,2.5,ON
102976,4023 S Maryland Pkwy,Las Vegas,36.1161328,-115.1378447,Cafe Verdi,89119,117,2.0,NV
102991,396 Browns Line,Etobicoke,43.60128,-79.545028,Il Paesano Pizzeria & Restaurant,M8W 3T8,63,4.0,ON
103064,"108 Edmonton Trail NE, Bay A",Airdrie,51.2916391,-114.0008072,Pizza Hut,T4B 1R9,3,1.0,AB
103080,9500 E Via De Ventura,Scottsdale,33.5556735,-111.8769802,Modern Grove Views,85256,50,3.0,AZ
103111,205 Don head village Boulevard,Richmond Hill,43.8659213,-79.4583028,Al's pizzeria and grill,L4C 7R3,7,3.5,ON
103121,114 S Race St,Urbana,40.111959,-88.208652,Black Rock Pizza Co.,61801,10,4.0,IL
103122,"8915 Christenbury Pkwy, Ste 30",Concord,35.3753645,-80.7338692,Blaze Fast-Fire'd Pizza,28027,59,3.5,NC
103157,7580 Las Vegas Blvd S,Las Vegas,36.0520271,-115.17155,Joe's New York Pizza,89123,304,3.5,NV
103206,12120 Rte 30,North Huntington,40.332425364,-79.7418295507,Grande Pizza,15642,17,2.5,PA
103228,"2800 E Tropical Pkwy, Ste 110",North Las Vegas,36.268688,-115.110862,Pizza Hut,89081,19,2.0,NV
103231,5651 Steeles Avenue E,Scarborough,43.8317208,-79.2663275,Pizzaville,M1V 5P6,3,2.5,ON
103252,"7008 E W T Harris Blvd, Ste 1",Charlotte,35.223467,-80.727712,Why Not Pizza,28215,38,4.0,NC
103262,1925 E Brown Rd,Mesa,33.4366029604,-111.7894438495,Barro's Pizza,85203,118,4.0,AZ
103388,7570 E 6th Ave,Scottsdale,33.4987745922,-111.9179543575,Sweet Home Chicago,85251,51,3.5,AZ
103512,"5612 Albemarle Rd, Ste 100",Charlotte,35.2030061,-80.7523168,Chuck E. Cheese's,28212,7,2.5,NC
103604,5-15975 Bayview Avenue,Aurora,44.023492,-79.4475062,Levetto Aurora,L4G 0S3,54,3.5,ON
103942,"1801 Dundas Street E, Unit 16",Whitby,43.8870013882,-78.9042689279,Pizza Nova,L1N 7C5,3,3.5,ON
103964,120 Langtree Village Dr,Mooresville,35.5277338,-80.8668857,Novanta 90 Pizzeria Napoletana,28117,96,4.0,NC
104018,1520 Mt Nebo Rd,Sewickley,40.553157,-80.106102,Mt. Nebo Pizza Roma,15143,16,2.5,PA
104051,32 Sand Run Rd,Akron,41.1184906,-81.5876836,Vaccaro's Pizza,44313,3,2.5,OH
104057,3849 W 25th St,Cleveland,41.4504147,-81.7014333,Happy's Pizza,44109,4,3.0,OH
104100,18209 W Calistoga Dr,Goodyear,33.3152392,-112.4401981,Casa Del Mar Pizza cafe,85338,36,4.0,AZ
